RowNumber,CustomerId,NumOfProducts,HasChckng,IsActiveMember
254,15694717,1,1,1
6896,15694765,1,1,0
3810,15694805,1,0,1
1145,15694821,1,0,1
2906,15694829,1,0,1
5277,15694852,2,1,1
9471,15694859,2,1,1
449,15694860,1,0,0
3121,15694879,2,1,0
4684,15694890,1,1,0
2985,15694946,2,1,1
9023,15694995,2,0,1
4722,15695034,1,1,0
5930,15695078,2,1,1
7965,15695097,2,0,0
6418,15695103,2,1,1
1605,15695129,1,0,1
6878,15695148,2,1,1
3956,15695168,2,1,0
5628,15695174,1,1,1
8341,15695197,2,1,0
3985,15695225,2,1,1
7813,15695280,1,0,0
9029,15695299,1,1,0
8356,15695301,1,1,1
5943,15695339,1,1,0
3832,15695356,2,1,0
8777,15695383,2,1,0
9404,15695465,1,1,0
9975,15695474,1,1,0
1034,15695475,2,0,1
2333,15695492,1,1,0
4626,15695499,2,0,1
481,15695585,1,0,1
418,15695632,1,1,1
3224,15695679,1,0,0
303,15695699,2,1,0
3981,15695792,1,1,1
8067,15695819,2,1,0
831,15695846,2,1,1
5740,15695872,1,1,1
8988,15695932,1,0,1
9758,15696047,1,1,1
9668,15696054,1,0,1
67,15696061,1,1,0
1088,15696098,2,1,0
7560,15696120,2,1,0
5954,15696141,1,1,0
9985,15696175,2,1,1
743,15696231,1,1,1
5475,15696277,2,1,0
7375,15696287,1,1,1
4378,15696301,1,1,0
9953,15696355,1,1,0
7296,15696361,1,0,1
8878,15696371,1,0,0
4641,15696373,2,0,0
9930,15696388,1,1,1
6529,15696506,1,0,0
3434,15696514,1,1,0
4440,15696539,1,1,1
8283,15696552,2,1,0
4764,15696564,2,1,1
9723,15696588,2,1,1
6957,15696605,1,0,0
1384,15696637,1,0,1
362,15696674,1,0,1
2019,15696703,2,1,0
9568,15696733,1,1,0
5532,15696744,1,0,0
5624,15696812,2,1,1
6996,15696826,1,0,1
8068,15696834,2,0,0
4900,15696852,1,1,1
719,15696859,2,0,0
1218,15696900,2,1,1
6832,15696989,3,0,0
896,15697000,1,1,1
3024,15697020,1,1,0
5507,15697028,2,0,1
7779,15697034,2,0,1
5938,15697035,2,0,0
6956,15697042,1,1,0
6020,15697045,2,0,1
1396,15697095,2,1,0
4022,15697100,1,1,0
3778,15697127,1,1,1
8975,15697129,2,1,0
597,15697183,2,1,0
7868,15697201,1,1,1
2072,15697214,2,1,1
9245,15697249,1,1,0
4418,15697270,1,1,1
1530,15697283,2,1,0
290,15697307,2,1,0
7178,15697310,1,0,0
1448,15697311,1,1,1
4501,15697318,1,0,0
6601,15697360,1,0,1
6278,15697391,2,1,0
3108,15697424,1,1,1
336,15697441,1,1,0
7125,15697460,2,0,1
6019,15697480,2,0,1
880,15697497,2,1,1
8756,15697510,1,1,0
8921,15697546,2,1,0
5912,15697567,2,1,1
3063,15697574,3,1,1
3852,15697597,1,0,1
9889,15697606,1,0,0
1222,15697625,2,1,0
6214,15697678,2,1,1
2914,15697686,2,1,1
8022,15697691,1,1,1
3730,15697702,2,1,0
1173,15697789,2,1,1
8052,15697801,2,1,1
7503,15697844,1,1,0
1938,15697879,2,1,0
5753,15697948,2,1,1
3008,15697997,1,0,1
118,15698028,2,1,0
3743,15698031,2,1,0
3809,15698117,1,0,1
5980,15698167,2,0,0
8059,15698184,2,0,0
4147,15698246,2,1,1
7127,15698271,2,1,0
6069,15698285,1,1,1
4044,15698294,2,1,0
1947,15698321,2,1,1
6939,15698324,1,1,1
3703,15698335,1,1,1
2258,15698349,2,1,1
1012,15698442,1,1,1
9774,15698462,2,1,1
658,15698474,2,1,1
1139,15698510,2,1,0
7646,15698522,2,1,0
4769,15698528,1,1,1
5427,15698572,1,1,0
2639,15698619,2,1,1
4622,15698664,2,0,0
5706,15698703,2,1,1
3911,15698716,2,1,0
4138,15698732,1,1,0
7412,15698749,1,1,0
4422,15698758,2,1,1
645,15698786,1,1,0
3644,15698791,1,1,0
9504,15698792,1,0,1
8475,15698816,1,1,1
750,15698839,2,1,1
5917,15698872,2,0,0
8992,15698902,1,1,0
9604,15698927,2,0,1
141,15698932,1,1,0
5825,15698953,3,1,1
492,15699005,1,1,1
226,15699029,2,1,0
8811,15699047,2,1,1
8555,15699095,1,1,1
4624,15699195,1,1,1
7780,15699225,2,1,0
7167,15699238,2,1,0
3051,15699247,2,1,1
8492,15699257,2,1,0
2992,15699284,1,1,0
7673,15699294,2,0,0
23,15699309,1,1,0
3594,15699325,1,0,1
6433,15699335,2,1,1
7150,15699340,2,1,0
284,15699389,1,1,1
9526,15699415,1,1,0
811,15699430,2,1,0
5587,15699446,2,1,1
2698,15699450,2,1,1
96,15699461,1,0,1
4697,15699467,1,0,0
3773,15699486,1,1,1
3717,15699492,1,0,0
6350,15699507,2,0,1
6587,15699515,2,1,1
1254,15699523,2,1,0
8872,15699524,1,1,0
7989,15699532,2,0,1
2812,15699550,2,1,1
1065,15699598,2,1,1
3253,15699619,1,1,0
1845,15699634,2,1,1
662,15699637,1,1,1
8259,15699753,1,1,0
1918,15699772,2,1,0
9298,15699797,1,0,0
5323,15699830,2,1,1
7020,15699839,1,1,1
1082,15699911,1,1,0
7234,15699963,1,1,1
7562,15700046,2,1,0
5565,15700083,2,1,0
1973,15700174,1,0,0
2616,15700209,1,1,1
1486,15700212,2,0,0
1472,15700223,1,1,1
1697,15700255,2,0,0
6900,15700263,1,1,0
7507,15700300,1,0,1
6340,15700325,1,1,0
2316,15700353,2,1,0
5249,15700366,1,1,1
3525,15700383,2,1,1
8933,15700394,2,1,0
8951,15700424,1,1,1
5337,15700460,1,0,1
932,15700476,2,1,1
2788,15700487,3,1,0
7582,15700511,2,1,1
8659,15700540,1,0,0
7442,15700549,2,1,1
4930,15700601,1,1,1
5332,15700627,1,1,0
5723,15700650,2,0,0
8070,15700654,2,1,0
6803,15700656,2,0,0
2570,15700657,1,1,0
7721,15700693,2,1,1
265,15700696,1,1,1
3505,15700710,1,0,1
9777,15700714,2,1,1
5911,15700749,1,1,1
8116,15700752,2,1,1
28,15700772,2,0,0
6509,15700801,3,0,1
9500,15700813,2,1,0
6618,15700826,2,0,1
1690,15700854,1,1,0
3452,15700864,2,1,0
6009,15700937,2,1,1
6527,15700946,1,1,1
6039,15700964,1,1,1
5764,15700965,2,1,1
6711,15701037,2,1,0
3782,15701042,1,1,0
6332,15701074,1,1,1
7255,15701081,1,0,1
2590,15701096,1,1,0
1645,15701109,1,1,1
1761,15701121,1,0,1
9759,15701160,1,1,1
84,15701164,1,1,1
7746,15701166,2,1,1
4992,15701175,1,1,1
5121,15701176,1,1,0
1509,15701200,2,1,1
3926,15701206,2,1,0
8750,15701238,2,1,0
1260,15701265,2,0,1
5216,15701280,1,0,1
4708,15701281,2,1,1
2893,15701291,2,1,0
1004,15701301,2,0,0
2714,15701318,1,0,1
8379,15701319,2,1,1
1517,15701333,1,0,0
6393,15701352,2,1,0
4,15701354,2,0,0
9217,15701364,2,1,1
409,15701376,2,1,1
4106,15701392,2,0,1
6477,15701412,2,0,0
8042,15701439,4,1,0
6456,15701522,2,0,1
5570,15701524,2,1,0
3139,15701537,1,1,1
2831,15701555,2,0,1
1006,15701602,3,0,0
5522,15701605,1,1,0
7243,15701687,3,0,0
7662,15701738,1,1,1
8285,15701741,1,1,0
1512,15701765,2,0,0
9713,15701768,2,1,1
4462,15701809,1,1,0
7190,15701885,2,0,1
3478,15701908,1,1,1
9499,15701932,1,1,1
9826,15701936,1,1,0
1778,15701946,1,0,0
3018,15701962,2,1,0
9363,15701972,1,1,1
63,15702014,2,0,0
7636,15702030,1,1,0
9342,15702061,2,1,1
6507,15702095,1,1,0
4786,15702138,1,0,0
5986,15702145,1,1,1
7302,15702149,1,1,1
4187,15702175,2,1,1
5245,15702190,2,1,1
8580,15702277,1,0,1
7922,15702293,2,1,1
54,15702298,1,0,0
3335,15702300,2,0,0
4874,15702337,2,1,1
6987,15702377,1,1,0
4748,15702380,2,0,1
7843,15702416,1,0,0
1168,15702430,1,1,1
8228,15702434,2,1,0
9297,15702442,2,1,1
5297,15702462,1,1,1
6478,15702464,2,0,0
4308,15702499,1,1,1
8604,15702541,1,1,0
6500,15702561,1,1,1
5238,15702566,1,1,1
7454,15702571,3,1,1
8544,15702601,2,0,1
5067,15702631,2,1,1
9442,15702656,1,1,0
333,15702669,2,0,1
8013,15702715,2,1,1
194,15702741,1,1,0
4297,15702788,1,1,0
1251,15702789,1,1,1
7702,15702801,1,0,0
6271,15702806,1,0,0
4835,15702912,1,1,0
312,15702919,1,1,0
889,15702968,1,1,1
1445,15703019,2,0,1
6187,15703037,1,0,1
2838,15703059,1,0,1
8007,15703068,2,1,1
5013,15703106,2,1,1
4616,15703117,2,0,1
650,15703119,2,1,1
1431,15703143,1,0,1
6435,15703167,2,1,0
7491,15703177,1,1,1
8260,15703199,1,0,0
2583,15703205,2,1,1
149,15703264,1,1,0
4249,15703292,2,1,1
8531,15703354,1,1,0
8726,15703394,2,1,0
1477,15703399,2,0,1
9176,15703413,1,1,0
4155,15703437,2,1,0
2128,15703482,2,1,0
3725,15703541,1,0,1
8271,15703544,1,1,0
9979,15703563,2,1,0
2272,15703588,2,1,0
4623,15703614,1,1,0
9110,15703682,1,0,0
9770,15703707,1,0,0
5140,15703728,1,1,0
6656,15703763,1,1,1
5490,15703778,1,0,1
71,15703793,4,1,0
1750,15703820,2,1,0
9945,15703923,2,1,1
4578,15703979,1,1,0
5896,15704014,2,1,0
9719,15704053,2,1,0
7080,15704081,2,1,1
5365,15704144,2,0,1
6480,15704160,1,1,0
5728,15704168,1,0,0
6822,15704209,2,0,1
5205,15704231,1,1,1
1696,15704250,2,0,0
2136,15704284,1,1,0
7406,15704315,1,1,1
6343,15704340,1,1,0
5983,15704378,1,1,1
2463,15704442,4,1,1
8297,15704466,2,1,0
1322,15704483,2,0,0
7132,15704509,1,0,0
7044,15704581,2,0,1
2917,15704583,1,1,0
1387,15704586,2,0,1
9806,15704597,1,0,1
2579,15704629,1,0,1
8427,15704651,2,0,0
8377,15704657,1,1,0
6950,15704681,2,0,1
2177,15704746,2,1,1
1758,15704763,1,1,1
235,15704769,2,0,1
985,15704770,2,0,1
5589,15704771,2,1,1
4453,15704788,2,0,0
9895,15704795,2,1,1
3835,15704819,2,0,0
2600,15704844,1,0,1
4069,15704910,2,1,0
1360,15704954,1,1,1
2912,15704987,1,1,0
3489,15705001,1,1,0
6893,15705009,1,1,0
4112,15705034,2,1,1
8656,15705050,2,1,1
8910,15705085,2,1,0
2923,15705113,1,0,0
9754,15705174,1,1,1
5174,15705281,1,1,0
3196,15705298,1,0,0
5880,15705301,2,1,1
4523,15705309,2,0,0
6588,15705313,1,1,1
7200,15705343,1,1,0
5376,15705352,1,1,1
7432,15705379,2,1,0
9270,15705383,1,1,1
6960,15705403,1,0,1
9079,15705448,1,1,1
6935,15705458,2,1,1
7612,15705506,2,0,0
117,15705512,1,1,0
557,15705515,2,1,0
433,15705521,1,1,0
9285,15705544,1,0,1
975,15705620,2,1,0
740,15705639,2,1,0
1420,15705657,1,1,1
5558,15705663,2,1,1
8362,15705676,2,0,0
147,15705707,2,1,0
8497,15705735,2,1,1
8273,15705739,1,1,0
3935,15705765,2,1,0
3450,15705777,1,1,1
1050,15705860,1,1,0
1904,15705885,2,1,1
2861,15705890,1,1,0
6455,15705899,1,1,1
7057,15705918,2,1,1
544,15705953,1,1,0
2056,15705991,1,0,0
9811,15705994,1,1,0
3571,15706005,1,1,0
81,15706021,2,0,0
5885,15706036,2,1,1
3295,15706071,1,0,1
4632,15706116,1,1,0
6161,15706128,2,1,0
5631,15706131,2,1,0
2347,15706163,1,0,0
4165,15706170,1,0,0
3005,15706185,2,1,1
1059,15706186,2,0,0
5782,15706199,1,0,0
4671,15706200,2,1,0
5757,15706217,2,1,1
6738,15706223,2,1,1
6973,15706232,1,1,1
7271,15706268,1,1,1
6534,15706269,2,1,1
363,15706365,1,1,1
7564,15706394,2,0,1
9717,15706458,3,1,1
4911,15706463,2,1,1
7285,15706464,2,0,0
1058,15706534,1,0,0
8196,15706537,1,0,1
32,15706552,1,0,1
8098,15706557,2,1,0
2444,15706587,2,0,1
1873,15706593,2,1,1
7533,15706602,2,0,1
7221,15706637,2,0,0
570,15706647,3,1,1
5670,15706706,2,0,1
5053,15706729,1,0,1
7063,15706762,2,1,1
8267,15706764,2,1,0
8424,15706799,1,0,0
6386,15706810,2,0,1
1558,15706815,1,1,1
1134,15706899,2,1,1
3673,15706904,1,1,1
4399,15707007,1,1,0
8579,15707011,1,1,0
7893,15707025,2,1,1
7444,15707042,1,1,0
1804,15707078,1,0,0
3789,15707110,2,1,0
1883,15707114,2,0,1
2417,15707120,1,1,0
4272,15707132,2,0,1
9389,15707138,2,1,1
2628,15707144,2,1,0
2874,15707189,1,1,1
3597,15707199,1,0,0
8404,15707219,2,0,1
6558,15707242,2,0,0
4634,15707291,2,1,1
5413,15707322,1,0,0
459,15707362,1,0,1
6895,15707441,1,1,1
793,15707473,1,1,0
5132,15707479,1,1,0
5266,15707488,2,1,0
6349,15707505,2,1,0
3719,15707551,2,1,1
7715,15707559,2,1,1
841,15707567,1,0,0
3111,15707596,2,1,1
7229,15707602,2,1,1
3282,15707634,2,1,1
8674,15707637,1,1,0
4198,15707674,1,1,0
7635,15707681,2,0,1
8884,15707696,2,1,1
9957,15707861,1,1,0
6396,15707918,2,1,0
5557,15707962,2,1,0
2869,15707968,2,1,0
8331,15707974,1,1,0
4156,15708003,1,1,0
5319,15708046,1,1,0
1644,15708048,1,1,0
1087,15708063,3,0,0
8256,15708139,1,1,0
4449,15708162,2,0,1
8051,15708193,2,0,0
3100,15708196,1,1,1
2370,15708212,1,1,0
3098,15708228,1,1,0
7303,15708236,1,1,1
4838,15708256,2,1,0
6824,15708265,1,1,1
5047,15708289,1,0,0
8869,15708357,1,1,0
9687,15708362,2,1,1
5122,15708422,2,0,0
8241,15708504,1,1,1
2735,15708505,2,0,1
4010,15708513,1,1,0
6376,15708534,1,1,0
285,15708608,2,0,1
6265,15708610,2,0,0
5890,15708650,2,0,1
6128,15708693,2,1,0
188,15708710,1,0,1
8600,15708713,2,1,1
7196,15708714,2,1,0
3272,15708791,1,0,0
5572,15708867,3,1,0
8146,15708904,1,0,0
547,15708916,2,1,0
809,15708917,1,1,1
3776,15709004,2,0,1
8551,15709016,1,0,0
1307,15709117,1,1,1
8699,15709135,2,0,0
8927,15709136,2,1,1
7979,15709142,2,1,0
3258,15709183,1,1,1
6911,15709199,1,1,1
4760,15709222,1,0,1
8405,15709232,2,1,1
7166,15709252,1,0,1
9582,15709256,2,1,1
946,15709295,2,1,1
554,15709324,2,1,0
1858,15709338,1,1,1
9644,15709354,2,1,1
155,15709368,2,1,1
1684,15709387,1,1,1
2528,15709396,2,1,1
5374,15709412,2,0,1
2994,15709441,1,1,1
9378,15709447,1,1,0
4774,15709451,2,1,1
7072,15709459,1,1,1
5215,15709474,2,1,1
2981,15709476,2,1,0
5717,15709478,2,0,1
2545,15709487,2,0,0
5275,15709511,2,1,0
6567,15709523,2,1,1
8351,15709531,1,1,0
5898,15709604,1,1,0
8473,15709621,2,0,1
7997,15709639,1,1,1
8274,15709643,3,1,0
5671,15709653,2,1,0
902,15709737,2,0,1
6734,15709741,1,1,0
8943,15709780,2,1,1
2042,15709846,1,1,0
5940,15709861,2,1,1
6026,15709917,1,0,0
5872,15709920,1,0,0
2323,15709928,2,1,0
4269,15709941,3,1,0
1556,15709994,1,0,1
5393,15710012,2,1,0
8816,15710034,2,0,1
8451,15710053,2,0,1
6912,15710087,3,1,0
6110,15710105,1,1,1
8265,15710111,2,0,0
7606,15710138,2,0,1
2195,15710161,2,1,1
1411,15710164,2,0,0
1427,15710206,1,1,0
2995,15710257,1,0,1
2062,15710295,2,1,0
9196,15710315,1,0,0
6684,15710316,1,1,1
6622,15710365,2,1,0
2356,15710366,1,1,1
4465,15710375,2,1,0
4239,15710390,2,1,1
5268,15710397,2,1,0
915,15710404,1,1,1
5000,15710408,2,1,1
5498,15710421,1,0,0
870,15710424,1,1,1
2591,15710450,1,1,1
1169,15710456,2,1,0
3912,15710527,1,1,1
4625,15710543,1,1,1
4612,15710553,2,0,1
8908,15710671,1,0,0
9481,15710687,1,1,0
3416,15710689,1,0,0
8959,15710726,2,0,1
2039,15710743,1,1,1
453,15710825,1,0,0
3530,15710853,2,1,0
2715,15710928,1,1,1
3724,15710978,2,1,1
2073,15711015,2,1,1
4580,15711028,3,1,1
9112,15711062,2,1,1
5023,15711130,2,1,0
6938,15711181,2,0,1
2982,15711218,2,1,0
1824,15711219,1,1,1
7479,15711249,2,1,0
6442,15711251,1,1,0
4988,15711254,2,1,0
5182,15711287,1,1,0
1248,15711288,2,1,0
7531,15711299,1,0,1
555,15711309,1,1,0
4221,15711314,1,0,0
6090,15711316,2,1,1
6490,15711352,2,1,1
1596,15711378,2,1,0
8733,15711386,2,0,1
9084,15711396,2,1,1
2862,15711398,2,1,0
7026,15711446,3,1,0
1855,15711455,1,0,0
8571,15711457,1,0,1
3326,15711468,2,1,1
9890,15711489,1,1,1
9064,15711521,1,1,1
237,15711540,1,1,1
6978,15711571,1,1,0
9813,15711572,2,1,0
7872,15711602,1,1,1
3579,15711618,1,1,0
7333,15711635,2,1,0
8729,15711687,1,0,1
3611,15711716,1,1,0
5786,15711733,2,0,1
7189,15711742,1,1,1
8525,15711750,2,1,1
7671,15711759,1,1,1
2630,15711789,1,0,0
2390,15711825,2,1,0
2561,15711834,1,0,0
4780,15711843,3,0,0
653,15711889,1,1,0
4144,15711901,1,1,1
5845,15711921,2,1,1
7678,15711977,1,1,0
4300,15711991,2,0,0
7969,15712068,1,0,1
5036,15712121,1,1,0
2430,15712176,2,1,1
9022,15712199,2,1,1
9659,15712264,2,1,1
311,15712287,2,1,1
3435,15712303,1,1,1
1820,15712319,2,0,1
631,15712403,1,1,0
4148,15712409,2,1,1
7604,15712483,2,1,0
9726,15712536,2,1,0
135,15712543,2,1,1
777,15712551,1,1,0
9780,15712568,1,1,0
2732,15712584,2,1,1
9220,15712596,1,1,0
8269,15712608,2,0,1
6008,15712772,1,1,1
5891,15712777,1,1,0
8877,15712807,1,1,1
8345,15712813,3,0,1
804,15712825,2,0,1
2237,15712849,1,0,0
7148,15712877,2,1,0
9271,15712903,1,1,1
5902,15712930,1,0,0
4250,15712938,2,1,1
7907,15712960,1,0,1
5910,15713043,2,1,1
6797,15713094,2,1,1
2934,15713144,1,1,0
7351,15713160,2,1,0
7595,15713250,2,1,1
2657,15713267,2,0,1
4827,15713346,1,1,1
6796,15713347,1,1,0
5203,15713354,1,1,0
3458,15713370,2,0,0
3734,15713374,1,1,1
2501,15713378,2,0,0
2769,15713379,2,1,1
7928,15713426,1,1,0
7995,15713440,3,1,1
3225,15713463,1,1,0
1885,15713479,2,1,0
144,15713483,1,1,0
4710,15713505,2,0,1
8710,15713517,2,1,0
4474,15713532,1,1,0
9099,15713559,2,1,1
381,15713578,2,1,1
4694,15713594,1,1,0
3463,15713596,1,0,1
8736,15713599,1,0,1
9931,15713604,2,0,1
2849,15713608,2,1,1
3357,15713621,2,1,1
9286,15713632,1,0,0
5899,15713637,1,1,0
1703,15713644,2,1,0
2235,15713655,2,1,1
6293,15713673,1,0,1
4520,15713769,1,1,1
5979,15713770,1,1,0
5687,15713774,1,0,0
5862,15713819,1,1,1
1686,15713826,1,0,0
1710,15713843,2,0,1
5548,15713845,1,1,0
261,15713853,2,1,1
1673,15713854,2,1,0
8629,15713890,2,0,1
3188,15713912,1,0,1
4761,15713949,1,1,0
8953,15713975,1,1,0
7165,15713983,2,1,0
3685,15714006,1,0,1
6382,15714046,2,1,1
2841,15714057,2,1,0
6210,15714062,1,0,0
1607,15714080,2,1,0
7025,15714087,1,1,0
1454,15714227,1,1,1
4645,15714240,2,0,0
8734,15714241,1,0,0
3990,15714256,1,0,1
6370,15714260,2,0,0
4139,15714355,1,0,1
6653,15714380,2,0,0
4372,15714391,1,1,1
2243,15714397,2,1,1
5408,15714431,2,0,1
1382,15714466,3,1,0
503,15714485,1,1,0
6124,15714493,2,1,1
1346,15714567,2,0,0
5950,15714575,1,0,1
2108,15714586,1,0,1
3902,15714610,2,1,1
2558,15714634,2,1,0
8803,15714642,1,1,0
2921,15714658,2,1,1
9334,15714680,1,1,1
491,15714689,1,1,1
1113,15714750,2,0,0
9464,15714789,1,0,1
8821,15714832,1,0,0
6782,15714874,2,1,1
2424,15714877,2,1,0
7795,15714883,1,0,1
9519,15714920,1,1,1
600,15714939,1,0,1
5512,15714970,1,1,0
3965,15714981,1,1,1
1435,15714993,1,1,0
1052,15715003,1,1,1
1532,15715031,2,0,1
4942,15715047,1,1,0
9186,15715078,2,1,1
3428,15715079,1,1,0
6331,15715117,1,0,0
678,15715142,1,0,1
3088,15715160,2,1,1
7701,15715184,2,1,0
6612,15715199,2,0,1
6729,15715208,1,1,1
2016,15715297,1,1,1
8390,15715345,2,1,0
3693,15715394,2,0,1
5913,15715414,1,0,0
2772,15715465,1,1,0
8092,15715510,2,1,1
7772,15715512,1,1,1
7443,15715519,2,1,0
505,15715527,1,0,0
6578,15715532,1,0,1
2943,15715541,1,1,1
4192,15715597,1,1,0
3281,15715622,1,0,1
6722,15715638,2,0,1
6975,15715643,2,1,1
1210,15715667,2,0,0
4552,15715673,1,1,0
2607,15715707,2,1,1
5945,15715709,1,0,1
8156,15715715,2,1,1
4628,15715744,1,0,1
3403,15715745,1,1,1
7004,15715750,1,0,0
2448,15715769,1,0,1
4385,15715796,2,1,1
5634,15715877,2,1,0
8584,15715888,1,0,1
7515,15715907,1,1,0
2494,15715920,1,1,1
3620,15715939,2,1,0
502,15715941,2,1,1
113,15715951,1,0,0
8122,15715988,2,1,1
2633,15716000,2,1,1
1927,15716023,2,0,1
2886,15716024,2,1,0
4656,15716041,2,0,1
7141,15716082,1,0,0
9572,15716085,1,1,0
1142,15716134,2,1,1
822,15716155,1,0,0
714,15716164,1,1,0
422,15716186,2,1,0
6545,15716218,1,0,1
5803,15716236,2,1,0
7294,15716276,1,1,0
2395,15716284,2,1,1
1890,15716324,1,1,1
4366,15716328,2,0,0
181,15716334,1,1,1
7374,15716347,2,0,1
4949,15716357,2,1,1
4448,15716381,1,1,1
8513,15716420,1,1,1
9861,15716431,2,1,1
2829,15716449,1,0,0
1488,15716491,1,0,1
7861,15716501,1,0,1
2468,15716518,2,0,0
8136,15716605,2,1,0
8796,15716608,3,1,0
1929,15716609,1,0,0
4772,15716619,1,1,1
4170,15716728,2,0,1
3244,15716781,1,0,1
6223,15716800,2,1,1
1481,15716822,1,1,1
742,15716835,1,1,1
6221,15716926,2,1,0
9185,15716984,2,1,0
1671,15716994,1,1,0
9532,15717010,1,1,1
559,15717046,2,1,1
4977,15717056,1,1,0
7470,15717065,1,1,0
4495,15717138,2,1,0
5766,15717156,2,1,1
1022,15717164,2,1,1
3843,15717185,2,1,1
8449,15717191,2,1,1
390,15717225,2,1,0
5821,15717231,1,0,0
8359,15717286,1,1,0
4375,15717290,2,0,1
8914,15717307,2,1,0
6736,15717328,2,1,0
269,15717398,1,0,0
39,15717426,1,1,1
8045,15717489,1,1,0
9012,15717498,2,0,1
5776,15717527,1,1,0
3241,15717560,1,1,0
7350,15717629,2,0,1
8060,15717643,2,1,1
7373,15717700,2,0,1
4762,15717706,2,1,1
7873,15717736,2,1,1
8707,15717770,1,0,0
5069,15717879,1,1,1
3209,15717893,1,1,0
2664,15717898,1,0,1
3699,15717935,2,0,1
3950,15717937,1,0,0
7803,15717962,1,1,1
6139,15717984,1,1,0
4858,15717995,2,0,1
6421,15718039,2,0,1
586,15718057,1,0,0
9679,15718064,2,0,0
2964,15718071,2,0,1
1651,15718106,2,0,0
2434,15718153,1,1,1
5225,15718216,1,1,0
5881,15718231,2,1,1
6233,15718242,1,0,0
4615,15718245,2,1,1
1668,15718247,2,1,1
4028,15718280,2,1,1
7895,15718281,2,1,1
3820,15718289,1,1,0
132,15718369,1,1,1
9013,15718406,2,1,0
462,15718443,2,1,0
5044,15718454,2,0,0
5106,15718465,1,1,0
3745,15718507,1,1,1
7747,15718531,2,1,1
7890,15718572,2,1,1
6733,15718588,2,0,0
8723,15718667,1,1,0
633,15718673,1,1,0
9853,15718765,1,0,0
8842,15718769,1,1,0
4737,15718773,2,1,0
1553,15718779,1,1,1
8973,15718780,1,1,1
3997,15718789,2,1,0
9096,15718839,2,0,1
6027,15718843,1,1,0
4217,15718852,1,1,1
2116,15718893,1,1,0
5449,15718912,1,0,1
7260,15718921,1,1,1
1637,15718944,2,1,0
5668,15719017,2,1,1
3436,15719090,1,1,1
6446,15719170,1,1,1
6443,15719212,1,1,0
5362,15719265,2,1,0
9981,15719276,1,0,0
9995,15719294,2,0,0
1188,15719302,1,1,1
1600,15719309,2,0,1
1161,15719348,1,1,0
617,15719352,2,1,0
185,15719377,1,1,1
8675,15719426,2,1,1
8412,15719479,2,1,1
5011,15719508,4,1,1
9887,15719541,2,1,0
2105,15719561,3,0,0
3891,15719579,2,0,1
2894,15719606,2,0,0
5148,15719624,1,1,0
6237,15719649,1,0,0
6561,15719778,2,1,0
5320,15719779,2,1,0
4158,15719793,2,1,1
2467,15719809,2,0,0
4475,15719827,1,0,0
918,15719856,1,1,1
4767,15719858,2,1,1
8309,15719898,2,1,1
7703,15719931,2,1,0
7081,15719940,2,0,0
3948,15719950,1,1,1
1365,15719958,2,1,1
4312,15719991,1,1,0
9345,15720050,1,1,0
3976,15720071,1,0,0
9565,15720083,2,0,1
8754,15720110,1,1,1
9575,15720123,2,1,0
6809,15720134,2,1,1
8398,15720155,1,0,1
548,15720187,2,1,0
8119,15720203,1,1,0
2506,15720284,1,0,0
3903,15720305,1,0,1
3623,15720338,2,1,1
7218,15720353,2,1,0
3397,15720354,2,1,1
6138,15720371,1,1,0
6101,15720463,2,1,0
3333,15720508,1,0,0
4100,15720509,1,0,1
5349,15720511,1,1,0
7051,15720529,2,1,1
417,15720559,1,0,0
5025,15720583,1,1,1
6512,15720636,1,0,1
4403,15720637,1,1,0
7347,15720644,2,1,0
690,15720649,1,1,0
1523,15720662,1,1,1
2752,15720671,2,1,1
5077,15720676,2,1,0
4313,15720687,1,0,0
1318,15720702,1,1,0
5682,15720706,1,1,1
3831,15720713,2,1,1
7345,15720725,2,1,0
3201,15720745,1,1,1
4317,15720774,1,1,0
4845,15720814,2,0,0
5251,15720820,2,0,1
2471,15720838,1,0,1
4252,15720847,2,1,1
968,15720893,2,0,0
386,15720910,1,1,1
5669,15720919,1,0,1
9677,15720924,1,1,1
4207,15720929,3,0,0
3887,15720941,2,0,1
3007,15720943,1,1,0
5379,15720968,2,1,0
3128,15721007,1,0,0
6077,15721019,1,1,0
673,15721024,1,0,0
6255,15721047,1,1,0
6919,15721116,2,1,1
387,15721181,2,1,0
1247,15721189,2,1,1
5612,15721207,1,1,0
4282,15721251,1,0,1
1176,15721292,2,1,0
1774,15721303,1,0,0
2816,15721307,2,1,0
9972,15721377,1,0,0
9798,15721383,2,1,1
2155,15721426,3,0,0
8850,15721433,2,1,0
5115,15721460,1,0,0
5102,15721462,2,1,1
9909,15721469,2,0,0
1404,15721487,1,1,1
7556,15721504,2,1,0
7323,15721507,1,0,0
7472,15721569,1,0,1
3377,15721582,2,1,1
2695,15721585,2,0,1
3165,15721592,2,1,0
721,15721658,2,1,1
9551,15721715,1,1,1
1278,15721719,2,1,1
1732,15721730,2,1,0
4727,15721740,1,1,1
5190,15721779,2,0,0
6969,15721793,1,1,1
3248,15721835,1,1,0
2884,15721917,1,1,1
4857,15721921,1,1,1
886,15721935,2,1,1
6559,15721937,1,0,1
9234,15722004,1,0,0
587,15722010,1,1,0
8594,15722037,1,0,1
5852,15722053,2,0,1
