RowNumber,CustomerId,Tenure,CreditScore,Balance,EstimatedSalary
5595,15658432,6,688,,47886.44
5596,15616431,4,608,,130474.03
5597,15796957,9,597,,73181.39
5598,15815552,6,670,112333.63,65706.86
5599,15631871,7,616,116936.81,104379.36
5600,15635870,5,579,117721.02,192146.63
5601,15596713,7,786,165896.22,66977.68
5602,15684211,9,704,153656.85,158742.81
5603,15760521,1,796,94164,189414.74
5604,15608408,1,598,,159130.32
5605,15804721,0,602,191808.73,97640.2
5606,15730272,5,619,152199.33,86022.09
5607,15741988,8,492,125396.24,10014.72
5608,15771728,7,641,104405.54,17384.21
5609,15605113,1,518,133801.49,143315.57
5610,15661945,4,623,,31669.18
5611,15783816,5,733,,12761.16
5612,15721207,6,625,100047.33,93429.95
5613,15764072,1,759,109848.6,42012.55
5614,15689412,7,604,127849.38,15798.7
5615,15798385,3,512,,56408.14
5616,15775339,8,520,95947.76,4696.44
5617,15585256,2,805,,25042.1
5618,15797329,4,626,137638.69,130442.08
5619,15780220,10,656,,136521.82
5620,15648951,7,785,,199108.88
5621,15752409,6,553,,124596.63
5622,15807524,4,569,,134394.78
5623,15766649,10,670,89416.99,144275.39
5624,15696812,6,586,,123410.23
5625,15581295,1,617,,143298.06
5626,15663234,7,508,143262.04,129562.74
5627,15741417,7,624,119656.45,4595.05
5628,15695174,4,654,132954.64,146715.07
5629,15665168,3,681,105206.7,163558.36
5630,15601503,4,578,,6947.09
5631,15706131,9,621,83061.26,9170.54
5632,15782758,5,632,147650.68,199674.83
5633,15591091,5,644,73348.56,157166.79
5634,15715877,2,821,,46072.52
5635,15756918,2,754,,3524.69
5636,15746662,1,568,116320.68,45563.94
5637,15626679,3,584,,59103.13
5638,15793343,8,549,,189558.44
5639,15576774,7,729,,45779.9
5640,15801316,8,523,66250.71,21859.06
5641,15800514,2,477,95675.62,162699.7
5642,15662232,2,675,92616.64,8567.18
5643,15737778,4,782,,132943.88
5644,15782096,6,616,,12916.32
5645,15783522,8,738,100565.94,128799.86
5646,15785373,5,717,190305.78,99347.8
5647,15756272,9,526,118536.4,40980.87
5648,15615245,5,660,127649.64,40368.65
5649,15600174,7,525,165358.77,94738.54
5650,15752956,6,629,,88842.8
5651,15644882,10,616,78249.53,136934.91
5652,15766272,0,521,125193.96,109356.53
5653,15800620,9,691,,199635.93
5654,15569764,2,687,154007.21,158408.23
5655,15747458,3,677,133214.88,95936.84
5656,15573171,1,695,146202.93,126688.83
5657,15736769,9,663,,150850.29
5658,15763381,0,496,90963.49,27802
5659,15814430,9,747,,32430.94
5660,15638607,2,546,,137332.37
5661,15737133,4,706,114386.85,28601.68
5662,15613945,5,472,,108411.66
5663,15659937,7,703,,122518.5
5664,15765287,2,850,,9015.07
5665,15661723,4,667,137260.78,94433.08
5666,15766064,9,559,111060.05,110371.84
5667,15649616,7,636,124447.73,141364.62
5668,15719017,8,672,,16245.25
5669,15720919,7,667,,108348.94
5670,15706706,7,648,135310.41,171668.2
5671,15709653,8,497,,67364.42
5672,15805104,6,743,,107867.38
5673,15622442,5,619,,194310.1
5674,15572801,5,639,139393.19,33950.08
5675,15767598,8,540,,197588.32
5676,15757897,3,766,104258.8,428.23
5677,15568104,6,749,,34948.77
5678,15763414,9,655,113447.01,82084.3
5679,15732265,9,630,,64804.59
5680,15621974,4,778,111063.73,83556.65
5681,15803947,6,757,161378.02,71926.28
5682,15720706,2,529,82766.43,122925.44
5683,15759290,9,620,,13133.88
5684,15651664,1,615,104267.7,62845.64
5685,15795132,3,735,91718.8,28411.23
5686,15811565,3,705,63488.7,28640.92
5687,15713774,6,644,12459.19,156787.34
5688,15691840,6,505,159863.9,125307.87
5689,15682021,6,471,104592.55,131736.23
5690,15612931,4,722,132088.59,128262.14
5691,15676707,4,577,,91366.42
5692,15601383,5,744,120654.68,82290.81
5693,15662662,6,573,,66190.21
5694,15752694,4,653,83772.95,23920.65
5695,15590683,6,660,172325.67,45438.38
5696,15773591,7,787,117685.31,93360.35
5697,15723620,7,617,,14496.67
5698,15671779,5,567,,168521.72
5699,15672966,9,682,,103318.44
5700,15624667,6,684,135871.5,87219.41
5701,15812888,3,447,,197490.39
5702,15724154,4,625,128504.76,126812.63
5703,15749540,7,585,,94283.09
5704,15621063,8,516,56228.25,46857.52
5705,15661626,6,732,98792.4,81491.7
5706,15698703,5,628,181768.32,129107.97
5707,15801431,9,682,101198.01,49732.9
5708,15649451,9,746,,88728.47
5709,15626156,3,655,,86981.45
5710,15606158,9,644,,3740.93
5711,15589496,5,778,139064.06,67949.32
5712,15730345,2,617,104508.1,147636.46
5713,15572038,9,660,113948.58,188891.96
5714,15643439,10,537,,25482.62
5715,15604158,10,554,,18391.93
5716,15657396,9,806,,140168.36
5717,15709478,1,611,117524.72,161064.29
5718,15628824,5,665,160389.82,183542.08
5719,15814519,7,648,,194238.92
5720,15636520,1,692,125547.53,7900.46
5721,15794414,6,507,92783.68,51424.29
5722,15643671,5,696,97036.22,152450.84
5723,15700650,3,681,,55816.2
5724,15680224,6,687,,32909.13
5725,15784286,5,641,102145.13,100637.07
5726,15693996,1,507,113452.66,142911.99
5727,15764343,8,688,155681.72,26287.21
5728,15704168,8,535,127475.24,60775.76
5729,15680197,10,701,,146257.77
5730,15633729,10,488,112751.13,28332
5731,15577683,4,539,,100919.19
5732,15800746,7,674,144889.18,102591.9
5733,15788686,8,538,,25554.4
5734,15742798,7,829,150126.44,152107.93
5735,15596647,8,768,69712.74,69381.05
5736,15756070,4,585,,101728.46
5737,15775116,3,581,,89040.61
5738,15575428,2,682,117438.92,16910.98
5739,15654074,8,653,119315.75,150468.35
5740,15695872,1,712,89571.59,177613.19
5741,15568885,8,620,102251.57,120672.09
5742,15725036,9,709,118546.71,77142.85
5743,15632665,2,832,,127804.66
5744,15571476,0,635,103257.14,158344.63
5745,15776850,1,749,124209.02,167179.48
5746,15623649,3,629,,15404.64
5747,15751131,7,836,150302.84,156036.19
5748,15688128,8,542,108653.93,144725.14
5749,15678412,8,645,85325.93,22558.74
5750,15770291,8,844,,147342.03
5751,15583392,9,747,135776.36,85470.45
5752,15690731,6,645,131411.24,194656.11
5753,15697948,3,752,,48505.1
5754,15608328,6,760,,101491.23
5755,15766378,9,714,106431.97,164117.69
5756,15600813,9,717,90305.76,124626.57
5757,15706217,7,645,117466.03,34490.06
5758,15601417,3,681,148884.47,90967.37
5759,15610972,4,681,91115.76,24208.84
5760,15674620,8,679,77373.87,174873.09
5761,15785350,7,528,104744.89,170262.97
5762,15749119,3,710,,112289.06
5763,15756535,5,733,91538.51,93783
5764,15700965,6,724,,150026.79
5765,15791851,0,726,185734.75,102036.82
5766,15717156,3,520,143396.54,898.51
5767,15740846,5,556,125909.85,95124.4
5768,15573284,2,579,,11514.39
5769,15729083,2,674,154525.7,27468.72
5770,15611612,0,570,,37092.43
5771,15694381,8,631,100654.8,171587.9
5772,15651737,1,623,83325.77,80828.78
5773,15663168,8,665,110934.54,169287.99
5774,15643426,8,523,113680.54,13197.44
5775,15618245,1,706,117020.08,54439.53
5776,15717527,9,619,145359.99,38186.85
5777,15793478,8,593,151391.68,27274.6
5778,15642248,8,608,123935.35,65758.19
5779,15640377,0,526,,97767.63
5780,15723950,2,684,70291.02,115468.84
5781,15590327,10,604,166031.45,98293.14
5782,15706199,6,636,96643.32,182059.28
5783,15671514,8,669,,128538.05
5784,15727041,7,624,,108841.83
5785,15738063,2,631,,18581.84
5786,15711733,4,753,,146821.42
5787,15652320,5,588,,100727.68
5788,15634180,4,729,97268.1,39356.38
5789,15694566,10,602,,169921.11
5790,15726103,1,689,76296.81,42364.75
5791,15646351,7,486,,28823.04
5792,15730044,6,809,64497.94,182436.81
5793,15795186,5,562,,115700.2
5794,15784890,8,763,,16725.53
5795,15694125,5,669,,56875.76
5796,15565891,8,709,,56214.09
5797,15674254,4,554,,193412.05
5798,15775206,10,699,,83263.04
5799,15797627,0,732,134249.7,13404.4
5800,15649853,3,625,,184474.15
5801,15610379,9,599,105443.68,121124.53
5802,15659800,1,584,,152567.75
5803,15716236,10,499,,10722.54
5804,15672053,2,526,,58010.98
5805,15663933,5,625,86147.46,163440.8
5806,15814236,1,537,96939.06,102606.92
5807,15583597,1,696,106758.6,80591.18
5808,15607395,9,679,112528.65,177362.45
5809,15694556,2,684,116563.58,120257.7
5810,15744109,4,850,,180622.02
5811,15800688,7,495,,130404.53
5812,15810878,6,537,141786.78,147797.54
5813,15587835,3,850,136416.82,57844.26
5814,15763515,5,513,,162523.66
5815,15725882,1,618,133245.52,54495.82
5816,15788022,4,802,90757.64,169183.66
5817,15663917,1,547,92350.36,80262.91
5818,15656865,9,613,78778.49,8751.59
5819,15667971,6,592,102143.93,102628.98
5820,15800366,5,546,,94823.95
5821,15717231,4,721,98459.6,90821.66
5822,15643188,7,671,114603.76,153194.32
5823,15671351,2,624,,87310.59
5824,15573628,7,751,148074.79,146411.41
5825,15698953,1,636,,74048.1
5826,15753888,8,607,108004.64,23386.77
5827,15737961,0,509,107712.57,92898.17
5828,15801701,9,653,,45956.05
5829,15684419,8,709,,71738.56
5830,15794266,9,559,145303.52,103560.98
5831,15810711,4,684,138476.41,52367.29
5832,15771270,8,635,127471.56,152916.05
5833,15607786,6,709,156551.63,4410.77
5834,15624519,9,656,97092.87,74771.22
5835,15799910,2,793,,193817.63
5836,15602479,5,609,129312.79,26793.82
5837,15617419,10,618,100315.1,32526.64
5838,15657603,6,850,81684.97,824
5839,15570379,3,669,88827.53,85250.77
5840,15772996,0,594,152092.44,83508.93
5841,15729574,4,616,,173599.38
5842,15737267,1,676,,79342.31
5843,15799128,9,608,102406.76,57600.66
5844,15813327,4,710,109130.96,56191.99
5845,15711921,5,695,,6770.44
5846,15654300,9,530,75242.28,101694.67
5847,15569945,1,509,,69113.14
5848,15569666,4,517,,172674.36
5849,15681887,0,758,129142.54,26606.28
5850,15608873,2,665,,53353.36
5851,15762091,6,631,139129.92,63747.51
5852,15722053,3,576,,190112.05
5853,15782100,3,544,66483.32,110317.39
5854,15765300,5,596,62389.03,148623.43
5855,15743570,5,481,,125253.46
5856,15608541,1,498,91857.66,101954.78
5857,15750671,6,512,,168462.26
5858,15813659,7,594,,26215.85
5859,15757867,10,570,176173.52,97045.32
5860,15652914,7,721,,53534.8
5861,15723818,4,453,131834.76,8949.2
5862,15713819,3,562,92347.96,163116.75
5863,15656484,4,682,,140745.91
5864,15778515,3,748,95297.11,171515.84
5865,15803840,9,729,,150803.44
5866,15735339,4,663,,76884.05
5867,15600392,8,735,123845.36,170454.93
5868,15625740,3,627,143426.34,143104.3
5869,15663817,5,713,,55701.62
5870,15734461,2,562,112708.2,186370.3
5871,15780142,2,632,100013.51,24275.32
5872,15709920,2,479,208165.53,50774.81
5873,15684248,7,658,,154279.87
5874,15643158,9,598,,68462.59
5875,15693902,2,597,,91036.74
5876,15578307,6,512,121685.31,83681.97
5877,15585379,2,704,111525.02,199484.96
5878,15758510,6,474,,152491.22
5879,15692918,10,604,113546.3,134875.37
5880,15705301,6,683,95696.52,184366.14
5881,15718231,0,537,88963.31,189839.93
5882,15567991,0,794,144880.34,175643.44
5883,15772650,9,732,136576.02,3268.17
5884,15574795,2,495,63093.01,47089.72
5885,15706036,10,552,132271.12,46562.02
5886,15723856,3,602,88814.4,62487.97
5887,15812920,5,607,90594.55,181598.25
5888,15691287,0,675,141816.25,64815.05
5889,15804797,3,443,138547.97,70196.23
5890,15708650,2,727,52192.08,160383.47
5891,15712777,4,482,124976.19,35848.12
5892,15786469,1,686,,87278.48
5893,15669219,3,588,104356.38,94498.82
5894,15641004,10,605,150315.92,133486.36
5895,15648067,1,583,129299.28,73107.6
5896,15704014,7,738,140950.92,195333.98
5897,15645136,1,744,128065.12,121525.48
5898,15709604,2,781,107433.48,173843.21
5899,15713637,2,699,117468.67,185227.42
5900,15793901,2,639,,125244.18
5901,15569759,4,583,,163113.41
5902,15712930,1,587,,123006.91
5903,15586504,9,694,,40463.03
5904,15677317,4,570,153040.03,131363.57
5905,15664270,6,692,142084.04,188305.85
5906,15731519,5,511,,143994.86
5907,15745623,4,788,112079.58,89368.59
5908,15813862,7,526,132044.6,158365.89
5909,15641934,9,749,66582.81,78753.12
5910,15713043,6,691,,100408.31
5911,15700749,6,481,,24677.54
5912,15697567,4,752,,39570.78
5913,15715414,6,658,102895.1,155665.76
5914,15639530,2,679,,168294.27
5915,15726058,7,754,117578.35,87908.01
5916,15725665,10,679,198546.1,191198.92
5917,15698872,2,633,,191207.03
5918,15812184,1,674,,128954.05
5919,15742609,2,600,116623.31,59905.29
5920,15815043,8,645,,162012.6
5921,15640648,6,698,,19231.98
5922,15627203,10,508,,175749.36
5923,15786196,3,555,105770.7,60533.96
5924,15612095,9,751,,137508.42
5925,15674368,1,738,94435.45,189430.86
5926,15783477,8,706,112889.91,6723.66
5927,15757559,7,595,,41371.68
5928,15591036,3,577,127940.47,125140.72
5929,15761241,8,578,129745.1,143683.75
5930,15695078,3,699,,170770.44
5931,15645744,5,826,,157397.57
5932,15566988,7,656,141535.52,50595.15
5933,15749300,2,556,139914.27,50390.98
5934,15594340,4,569,120243.49,163150.03
5935,15607065,9,765,91835.16,138280.17
5936,15778089,2,544,,135067.02
5937,15773723,9,588,67178.19,163534.75
5938,15697035,8,740,,86657.48
5939,15679668,7,850,115378.94,162087.82
5940,15709861,4,766,127786.28,28879.3
5941,15791958,6,849,,169203.51
5942,15791030,0,612,64900.32,102426.12
5943,15695339,0,517,109172.88,54676.1
5944,15658813,7,645,,18369.33
5945,15715709,4,696,114091.38,159888.1
5946,15722533,3,716,,167636.15
5947,15683118,9,590,,138889.15
5948,15672798,7,656,145933.27,199392.14
5949,15680112,7,473,131504.73,189560.43
5950,15714575,8,742,107926.02,17375.27
5951,15806808,8,834,112281.6,140225.14
5952,15590637,7,721,,61018.85
5953,15657535,10,590,,51907.72
5954,15696141,7,516,,47018.75
5955,15811947,0,850,124781.67,33700.52
5956,15649024,9,748,132865.56,59636.43
5957,15594928,4,798,129055.13,157147.59
5958,15765532,6,612,96166.88,191393.26
5959,15741719,3,540,165298.12,199862.75
5960,15665629,7,719,,20016.59
5961,15728917,6,598,120682.53,30635.52
5962,15762993,5,796,102773.15,117832.88
5963,15571193,0,579,144386.32,22497.1
5964,15653521,7,850,104449.8,747.88
5965,15802220,6,599,137102.65,76870.81
5966,15644132,9,724,142475.87,107848.24
5967,15600832,9,508,,103726.71
5968,15797919,2,773,103195.2,178268.36
5969,15603743,1,526,112070.44,126281.83
5970,15579714,7,542,,196651.72
5971,15634295,1,470,96473.59,5962.3
5972,15786680,5,805,,21928.81
5973,15623499,9,548,108437.89,127022.87
5974,15691823,5,672,153195.59,162763.01
5975,15809279,8,773,96877.21,113950.51
5976,15758039,6,614,,104930.46
5977,15807163,10,537,,52337.97
5978,15631639,6,704,95452.89,179964.55
5979,15713770,3,586,63873.56,83753.64
5980,15698167,0,677,148298.59,182913.95
5981,15781710,7,558,,166720.28
5982,15801296,7,634,143258.85,192721.98
5983,15704378,9,655,121342.24,180241.44
5984,15767891,6,619,99152.73,48475.12
5985,15640667,4,662,,126551.48
5986,15702145,7,705,68423.89,64872.55
5987,15679738,8,527,,98031.53
5988,15636634,7,630,79656.81,93524.22
5989,15809227,2,850,,56991.66
5990,15601811,10,668,110240.04,183980.56
5991,15625494,9,573,125321.84,130234.63
5992,15723737,3,680,,32454.26
5993,15682955,2,758,84378.9,75396.43
5994,15758856,7,597,,167756.45
5995,15746065,10,580,136281.41,24799.47
5996,15783865,5,622,119380.37,60429.43
5997,15745455,4,638,108716.59,74241.09
5998,15583033,4,640,,78310.82
5999,15644212,0,644,,119419.37
6000,15735688,6,753,106596.29,91305.77
6001,15658577,10,629,99546.25,25136.95
6002,15606887,5,775,,193880.6
6003,15783026,2,701,,47856.78
6004,15579892,7,708,112615.86,4491.77
6005,15802088,10,521,,101311.95
6006,15589323,9,636,,38830.72
6007,15636395,5,529,,26817.23
6008,15712772,3,757,75381.15,199727.72
6009,15700937,5,767,,67445.85
6010,15766659,5,525,,161002.29
6011,15814033,1,759,,20778.39
6012,15783007,1,520,123086.39,41042.4
6013,15654183,3,738,,67484.16
6014,15609899,4,548,,121763.68
6015,15747323,9,535,109472.47,157358.43
6016,15582591,4,615,155766.05,110275.17
6017,15738835,7,850,101985.81,43801.27
6018,15782404,2,487,96019.5,9085
6019,15697480,7,731,,143086.09
6020,15697045,9,726,,100556.98
6021,15781234,2,609,147900.43,140000.29
6022,15579891,4,714,100755.66,186775.25
6023,15805690,7,694,,133570.43
6024,15612139,0,786,83036.05,154990.58
6025,15568834,6,698,125427.37,27654.44
6026,15709917,3,601,98202.76,137763.93
6027,15718843,1,769,72509.91,25723.73
6028,15799494,3,850,140393.65,186285.52
6029,15673439,5,646,142644.64,142208.5
6030,15669011,9,659,23503.31,169862.01
6031,15581388,8,487,145729.71,41365.85
6032,15743153,2,740,122295.17,30812.84
6033,15579787,4,686,,155023.93
6034,15759966,5,612,119799.27,159416.58
6035,15601045,8,655,163708.58,76259.23
6036,15764021,1,617,61687.33,105965.25
6037,15687218,4,674,79144.34,50743.83
6038,15626452,5,711,,147720.27
6039,15700964,7,624,104848.68,167387.36
6040,15768887,5,597,,95159.13
6041,15735358,4,682,,4654.28
6042,15749472,8,775,,130376.68
6043,15685872,1,727,146652.01,173486.39
6044,15760851,6,629,,93881.75
6045,15734588,0,684,,36376.97
6046,15784594,1,549,130622.34,128499.94
6047,15606435,2,593,187013.13,105898.69
6048,15790247,9,536,,11959.03
6049,15676433,6,707,,98810.78
6050,15625905,0,592,,65906.07
6051,15626414,6,703,98862.54,151516.7
6052,15623220,4,723,,37214.39
6053,15752857,1,452,98443.14,92033.98
6054,15677908,4,552,,195692.3
6055,15773013,0,633,,6342.84
6056,15623972,9,479,123575.51,95148.28
6057,15738627,6,768,,21215.67
6058,15643392,4,742,105239.1,19700.24
6059,15684868,9,668,110993.79,134396.64
6060,15627854,3,707,,135077.01
6061,15669253,7,754,157691.98,133600.89
6062,15758023,5,544,105245.21,99922.08
6063,15574558,8,718,,41399.33
6064,15635256,7,762,117687.35,159344.43
6065,15680399,2,772,,18364.19
6066,15674720,7,691,123067.63,98162.44
6067,15580249,0,502,,84663.21
6068,15675431,6,563,,36536.93
6069,15698285,4,676,101457.14,79101.67
6070,15810775,2,576,100549.43,16644.16
6071,15678173,4,629,174588.8,158420.14
6072,15665222,8,625,121161.57,48988.28
6073,15803908,9,628,,96862.56
6074,15586039,5,471,90063.74,96366.7
6075,15802570,5,811,,146123.19
6076,15781451,3,504,134936.97,135178.91
6077,15721019,3,687,110495.27,158615.41
6078,15738588,2,660,133200.09,71433.88
6079,15730657,4,548,82596.8,55672.09
6080,15739292,9,609,103837.75,150218.11
6081,15725945,2,659,,162734.31
6082,15813159,8,526,93590.47,21228.71
6083,15636820,8,725,104149.66,62027.9
6084,15603880,1,519,114141.64,60988.21
6085,15619494,9,562,117153,108675.01
6086,15596992,7,482,156353.46,72643.95
6087,15735025,3,535,175534.78,9241.52
6088,15730759,9,561,135637,153080.4
6089,15752912,7,661,,72196.57
6090,15711316,2,771,,199527.34
6091,15738785,7,545,,156598.23
6092,15777896,2,850,83415.04,74917.64
6093,15628963,3,601,141859.12,111249.62
6094,15742126,7,712,132767.66,59115.77
6095,15575623,10,589,110635.32,148218.86
6096,15741652,8,600,177657.35,77142.32
6097,15738884,4,642,157777.58,67484.6
6098,15615050,9,575,107915.94,63452.18
6099,15803005,5,570,86568.75,103660.31
6100,15743498,9,532,137755.76,163191.99
6101,15720463,2,796,137262.71,62905.29
6102,15588695,6,833,,44323.22
6103,15665802,6,642,,97938.59
6104,15571144,10,655,,126565.21
6105,15750731,9,736,116309.01,185360.4
6106,15605134,0,617,131244.65,183229.02
6107,15626044,3,762,125155.83,106024.02
6108,15737910,5,703,140691.08,167810.26
6109,15761076,3,507,58820.32,138536.09
6110,15710105,3,581,105099.45,184520
6111,15577402,9,593,,20492.16
6112,15803337,9,648,168372.52,134676.72
6113,15654372,1,462,94682.56,138478.2
6114,15585867,2,596,,125557.95
6115,15662488,5,627,,82969.61
6116,15604813,7,494,,158071.69
6117,15611644,0,627,146329.73,43615.67
6118,15674928,2,850,,119969.99
6119,15656100,5,632,167962.7,140201.21
6120,15764293,1,490,,80792.83
6121,15636423,7,715,,141359.11
6122,15607629,8,679,,23344.94
6123,15577313,3,619,116967.68,5075.17
6124,15714493,6,465,,95500.98
6125,15643359,7,736,,79082.62
6126,15687913,7,501,93244.42,199805.63
6127,15790935,5,535,,52709.55
6128,15708693,2,759,,56583.88
6129,15672016,1,819,,3385.04
6130,15727605,4,533,80442.06,12537.42
6131,15651144,2,632,150561.03,64722.61
6132,15749401,9,686,,75246.21
6133,15691874,9,687,125474.44,198929.84
6134,15620735,4,667,127076.68,69011.66
6135,15769781,8,699,,52404.47
6136,15624611,8,497,128650.11,163641.53
6137,15773071,6,780,145580.61,154598.56
6138,15720371,3,652,,173989.47
6139,15717984,9,477,144900.58,61315.37
6140,15806407,4,652,,143393.24
6141,15785042,8,488,97588.6,124210.53
6142,15809302,1,572,,151460.84
6143,15677550,1,755,,20734.81
6144,15654096,10,779,122200.31,43705.56
6145,15617320,3,693,151709.33,180736.24
6146,15653065,7,530,,104170.48
6147,15649112,3,738,122134.4,27867.59
6148,15690526,2,690,137260.45,55387.28
6149,15806945,9,611,88594.14,196332.45
6150,15670066,6,643,,116046.22
6151,15625761,8,632,127205.32,93874.87
6152,15761525,10,727,96997.09,76614.04
6153,15735080,2,508,,6076.62
6154,15619537,5,550,142200.19,122221.71
6155,15598162,3,754,160761.41,24156.03
6156,15694300,4,759,,135394.62
6157,15637235,8,794,,91340.02
6158,15612444,3,549,,146090.38
6159,15626457,0,671,116234.61,172096.08
6160,15627995,5,756,155143.52,135034.57
6161,15706128,1,632,,84008.66
6162,15666430,8,579,,91763.67
6163,15627385,5,748,84009.47,137001.1
6164,15581323,7,488,139246.22,106799.49
6165,15608109,7,710,170113,10494.64
6166,15801942,8,619,,79866.73
6167,15567431,2,773,145578.28,186172.85
6168,15810167,7,657,126273.95,91673.6
6169,15644501,10,579,162482.76,18458.2
6170,15785290,9,542,,8342.35
6171,15611157,2,709,87814.89,138578.37
6172,15673837,3,617,113858.95,38129.22
6173,15656822,5,568,87612.64,107155.4
6174,15580560,1,769,,29792.11
6175,15760641,1,608,106648.98,7063.6
6176,15587584,4,503,,21645.06
6177,15604146,8,608,103653.51,137079.86
6178,15813974,3,731,116880.53,172718.35
6179,15746986,4,850,97990.49,106691.02
6180,15759741,4,591,150635.3,72274.84
6181,15734892,4,579,,32246.63
6182,15797194,10,570,129674.89,80552.36
6183,15723786,9,709,,16733.59
6184,15642726,3,611,83568.26,1235.49
6185,15664339,4,775,178144.91,50168.41
6186,15754526,6,699,147137.74,33687.9
6187,15703037,5,618,,178705.45
6188,15751412,3,704,114370.41,66810.48
6189,15609558,5,835,108289.28,45859.55
6190,15572408,3,714,149887.49,63846.36
6191,15613923,4,581,170172.9,100236.02
6192,15747000,3,592,,19645.65
6193,15731781,7,551,,178393.68
6194,15727198,2,689,64808.32,78591.15
6195,15794273,0,604,62732.65,124954.56
6196,15804950,7,514,,3756.65
6197,15576304,5,698,95167.55,152723.23
6198,15645200,2,581,152508.99,187597.98
6199,15779627,0,573,134644.19,70381.49
6200,15750755,8,449,,156792.89
6201,15569654,3,850,51293.47,35534.68
6202,15753079,5,612,,151256.22
6203,15684995,8,690,116622.73,51011.29
6204,15790763,2,599,,111190.53
6205,15766458,1,498,198113.86,69664.35
6206,15616221,4,497,85646.81,63233.02
6207,15776124,7,802,,40855.79
6208,15665811,9,644,141234.98,95673.05
6209,15729804,10,714,,80234.14
6210,15714062,9,690,77641.99,189051.59
6211,15592197,3,522,,145490.85
6212,15793116,7,502,117304.29,196278.32
6213,15638231,2,730,,162889.1
6214,15697678,6,590,92340.69,174667.58
6215,15800412,9,458,146780.52,3476.38
6216,15597610,6,553,144974.55,19344.92
6217,15726634,1,479,,95270.83
6218,15670866,2,693,,107759.31
6219,15667462,10,707,,118368.2
6220,15662574,1,636,115137.26,52484.01
6221,15716926,10,807,101952.97,178153.65
6222,15603554,0,513,164649.52,49915.52
6223,15716800,2,582,,33747.03
6224,15679429,0,694,91956.49,59961.81
6225,15616122,8,777,,18613.52
6226,15742172,9,598,123938.6,198894.42
6227,15792305,6,762,123571.77,57014.17
6228,15636016,3,588,120777.88,131729.52
6229,15733138,5,663,90248.79,79169.73
6230,15669741,7,777,,106472.34
6231,15616954,4,592,,17013.54
6232,15729238,1,631,106396.48,150661.42
6233,15718242,1,725,104887.43,86622.56
6234,15682914,2,850,72079.71,115767.93
6235,15654274,6,540,,141998.89
6236,15691457,2,674,,182787.17
6237,15719649,3,553,99844.68,187915.7
6238,15778897,1,630,,133267.78
6239,15589437,3,466,156815.71,137476.09
6240,15682369,6,613,146034.74,77146.14
6241,15626507,1,558,152283.39,183271.15
6242,15571995,1,775,118897.1,26362.4
6243,15673333,8,698,96781.39,153373.71
6244,15748752,1,608,102772.67,70705.58
6245,15725302,4,670,,119759.24
6246,15722083,8,591,,42392.24
6247,15771442,4,633,150578,34670.62
6248,15803633,1,678,,82106.19
6249,15672185,3,590,,171774.5
6250,15806486,0,705,,149772.61
6251,15570895,10,608,163548.07,38866.85
6252,15614520,8,682,148580.12,35179.18
6253,15687492,3,596,96709.07,41788.37
6254,15675337,5,395,106011.59,17376.57
6255,15721047,1,578,135650.88,199428.19
6256,15589017,4,547,111362.76,16922.28
6257,15611186,1,609,39344.83,178291.89
6258,15617301,9,774,130809.77,152290.28
6259,15726046,2,712,133009.51,126809.15
6260,15585748,9,585,135337.49,40385.61
6261,15672826,10,666,112536.57,34350.54
6262,15595162,8,708,122570.69,199005.88
6263,15650026,1,513,63562.02,52629.73
6264,15745826,3,445,,180012.39
6265,15708610,9,690,100368.63,35342.33
6266,15624471,6,850,,109291.22
6267,15590097,7,537,136082,62746.54
6268,15689328,9,705,114169.16,173273.2
6269,15582154,5,670,47884.92,54340.24
6270,15734626,1,652,,19302.78
6271,15702806,9,696,,10883.52
6272,15620756,6,747,202904.64,17298.72
6273,15611331,1,511,,115779.48
6274,15576935,2,743,161807.18,93228.86
6275,15661275,3,532,110791.97,148704.77
6276,15814940,9,642,,150475.14
6277,15768471,6,554,108755,40914.32
6278,15697391,3,604,,38587.7
6279,15793346,3,602,,171260.66
6280,15608338,9,757,117294.12,94187.47
6281,15578546,4,491,102251.14,145900.89
6282,15656921,4,850,,152298.28
6283,15761340,5,521,,99828.45
6284,15591135,2,726,132057.92,34743.98
6285,15623219,8,596,,121189.3
6286,15655229,7,850,114285.2,129660.59
6287,15805884,9,637,,145477.36
6288,15668289,2,690,76087.98,151822.66
6289,15568562,8,689,160272.27,49656.24
6290,15773276,4,633,114552.6,73856.28
6291,15622801,8,555,102000.17,116757
6292,15779886,7,563,,16319.56
6293,15713673,1,494,137853,90273.85
6294,15783083,9,534,,161344.13
6295,15742824,7,696,162318.61,121061.89
6296,15621550,1,535,140292.58,69531.22
6297,15799480,0,600,,3756.23
6298,15625247,1,807,,114448.13
6299,15755241,2,714,,144045.08
6300,15575679,7,590,126431.54,58781.11
6301,15668235,3,614,123475.04,179227.52
6302,15683183,6,766,97652.96,127332.33
6303,15684592,4,557,,86642.38
6304,15591169,4,788,137455.99,184178.29
6305,15653455,2,648,,9551.49
6306,15732563,7,726,99046.31,56053.06
6307,15656471,9,773,,1118.31
6308,15598510,4,583,105907.42,195732.04
6309,15766427,5,565,97720.35,175070.94
6310,15785342,9,705,,112331.19
6311,15641595,4,685,97392.18,43956.83
6312,15798429,8,741,,115994.52
6313,15648136,9,658,152812.58,166682.57
